"","종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"2206","005670","푸드웰",5730,-10,-0.17,609,9.41,NA,NA,9012,0.64,90,1.57
"2207","094940","푸른기술",8890,-200,-2.2,207,42.95,NA,NA,4208,2.11,30,0.34
"2208","007330","푸른저축은행",11240,270,2.46,2044,5.5,NA,NA,24910,0.45,650,5.78
"2209","017810","풀무원",10570,-130,-1.21,325,32.52,NA,NA,11434,0.92,102,0.96
"2210","093380","풍강",4060,-95,-2.29,462,8.79,NA,NA,6808,0.6,100,2.46
"2211","023900","풍국주정",14720,210,1.45,566,26.01,NA,NA,11483,1.28,120,0.82
"2212","103140","풍산",36950,-500,-1.34,8686,4.25,6596,5.6,60099,0.61,1000,2.71
"2213","005810","풍산홀딩스",38200,300,0.79,17743,2.15,NA,NA,91007,0.42,1400,3.66
"2214","371950","풍원정밀",10320,-380,-3.55,159,64.91,NA,NA,1589,6.49,0,0
"2215","370090","퓨런티어",21800,-450,-2.02,432,50.46,NA,NA,2023,10.78,0,0
"2216","220100","퓨쳐켐",7240,220,3.13,NA,NA,NA,NA,2834,2.55,0,0
"2217","035200","프럼파스트",3740,-45,-1.19,252,14.84,NA,NA,4285,0.87,50,1.34
"2218","334970","프레스티지바이오로직스",3390,-10,-0.29,NA,NA,NA,NA,2263,1.5,0,0
"2219","203690","프로스테믹스",998,-27,-2.63,NA,NA,NA,NA,310,3.22,0,0
"2220","321260","프로이천",2480,-105,-4.06,NA,NA,159,15.62,1005,2.47,20,0.81
"2221","053610","프로텍",26050,-750,-2.8,4829,5.39,NA,NA,25641,1.02,400,1.54
"2222","377220","프롬바이오",7800,-30,-0.38,921,8.47,606,12.88,5964,1.31,0,0
"2223","335810","프리시젼바이오",6040,90,1.51,NA,NA,NA,NA,3374,1.79,0,0
"2224","053160","프리엠스",7790,-30,-0.38,226,34.47,NA,NA,10566,0.74,50,0.64
"2225","405000","플라즈맵",8180,-270,-3.2,NA,NA,NA,NA,675,12.12,0,0
"2226","041590","플래스크",1079,-43,-3.83,NA,NA,NA,NA,736,1.47,0,0
"2227","367000","플래티어",14910,-430,-2.8,621,24.01,NA,NA,5261,2.83,0,0
"2228","075130","플랜티넷",2750,-85,-3,424,6.49,NA,NA,4936,0.56,200,7.27
"2229","009810","플레이그램",829,9,1.1,NA,NA,NA,NA,577,1.44,0,0
"2230","237820","플레이디",6840,-60,-0.87,231,29.61,NA,NA,5773,1.18,0,0
"2231","023770","플레이위드",6460,-60,-0.92,216,29.91,NA,NA,3441,1.88,0,0
"2232","300080","플리토",30600,-450,-1.45,NA,NA,NA,NA,3326,9.2,0,0
"2233","032580","피델릭스",1404,-24,-1.68,88,15.95,NA,NA,1226,1.15,0,0
"2234","051380","피씨디렉트",8530,-200,-2.29,1695,5.03,NA,NA,6938,1.23,600,7.03
"2235","241820","피씨엘",10060,10,0.1,NA,NA,NA,NA,1391,7.23,0,0
"2236","237750","피앤씨테크",5740,-80,-1.37,531,10.81,NA,NA,10084,0.57,0,0
"2237","024850","피에스엠씨",2950,-150,-4.84,NA,NA,NA,NA,370,7.97,0,0
"2238","319660","피에스케이",17770,120,0.68,2615,6.8,NA,NA,9888,1.8,600,3.38
"2239","031980","피에스케이홀딩스",8850,-260,-2.85,2278,3.88,NA,NA,12142,0.73,400,4.52
"2240","002230","피에스텍",4535,135,3.07,361,12.56,NA,NA,8063,0.56,150,3.31
"2241","057880","피에이치씨",1740,0,0,NA,NA,NA,NA,790,2.2,0,0
"2242","043370","피에이치에이",7450,-30,-0.4,1830,4.07,NA,NA,31445,0.24,180,2.42
"2243","239890","피엔에이치테크",20900,100,0.48,407,51.35,877,23.83,2119,9.86,0,0
"2244","347740","피엔케이피부임상연구센타",3915,-135,-3.33,246,15.91,NA,NA,2128,1.84,150,3.83
"2245","137400","피엔티",51600,-300,-0.58,2407,21.44,4200,12.29,8383,6.16,150,0.29
"2246","128660","피제이메탈",3685,-15,-0.41,740,4.98,NA,NA,2364,1.56,150,4.07
"2247","006140","피제이전자",7250,-340,-4.48,552,13.13,NA,NA,7778,0.93,130,1.79
"2248","376180","피코그램",9420,310,3.4,200,47.1,NA,NA,1573,5.99,0,0
"2249","304840","피플바이오",11780,-320,-2.64,NA,NA,NA,NA,1436,8.2,0,0
"2250","062970","피피아이",2920,-65,-2.18,NA,NA,NA,NA,383,7.62,0,0
"2251","087600","픽셀플러스",8420,-390,-4.43,588,14.32,NA,NA,13240,0.64,0,0
"2252","291810","핀텔",8830,-170,-1.89,NA,NA,NA,NA,601,14.69,0,0
"2253","161580","필옵틱스",10320,-100,-0.96,NA,NA,NA,NA,4481,2.3,0,0
"2254","347770","핌스",14480,40,0.28,977,14.82,NA,NA,7471,1.94,0,0
"2255","163730","핑거",14720,-600,-3.92,515,28.58,NA,NA,4903,3,100,0.68
"2256","417180","핑거스토리",8100,-160,-1.94,NA,NA,NA,NA,NA,NA,0,0
"2257","446750","하나26호스팩",1999,0,0,NA,NA,NA,NA,NA,NA,0,0
"2258","388220","하나금융19호스팩",2970,-65,-2.14,NA,NA,NA,NA,NA,NA,0,0
"2259","400560","하나금융20호스팩",2280,0,0,NA,NA,NA,NA,NA,NA,0,0
"2260","406760","하나금융21호스팩",2120,-15,-0.7,NA,NA,NA,NA,NA,NA,0,0
"2261","418170","하나금융22호스팩",2110,0,0,NA,NA,NA,NA,NA,NA,0,0
"2262","427950","하나금융23호스팩",2105,0,0,NA,NA,NA,NA,NA,NA,0,0
"2263","430230","하나금융24호스팩",2045,5,0.25,NA,NA,NA,NA,NA,NA,0,0
"2264","435620","하나금융25호스팩",9770,10,0.1,NA,NA,NA,NA,NA,NA,0,0
"2265","086790","하나금융지주",43500,-300,-0.68,11819,3.68,13210,3.29,117363,0.37,3100,7.13
"2266","299030","하나기술",64800,400,0.62,NA,NA,3880,16.7,9454,6.85,0,0
"2267","067310","하나마이크론",10440,-370,-3.42,713,14.64,NA,NA,5390,1.94,0,0
"2268","372290","하나머스트7호스팩",2125,0,0,NA,NA,NA,NA,NA,NA,0,0
"2269","166090","하나머티리얼즈",37250,-400,-1.06,3425,10.88,3766,9.89,13167,2.83,600,1.61
"2270","293480","하나제약",14850,-50,-0.34,1679,8.84,1710,8.69,14561,1.02,510,3.43
"2271","039130","하나투어",63700,200,0.31,NA,NA,1110,57.38,6225,10.23,0,0
"2272","136480","하림",3250,-50,-1.52,126,25.79,NA,NA,2803,1.16,30,0.92
"2273","003380","하림지주",12490,-360,-2.8,4129,3.02,2457,5.08,27945,0.45,100,0.8
"2274","101670","하이드로리튬",32800,1800,5.81,NA,NA,NA,NA,1470,22.31,0,0
"2275","365590","하이딥",992,-56,-5.34,NA,NA,116,8.58,NA,NA,0,0
"2276","149980","하이로닉",6800,-290,-4.09,500,13.6,NA,NA,4173,1.63,0,0
"2277","013030","하이록코리아",23600,-500,-2.07,1515,15.58,3151,7.49,26809,0.88,500,2.12
"2278","352820","하이브",177200,-11300,-5.99,3625,48.88,4997,35.46,67998,2.61,0,0
"2279","126700","하이비젼시스템",18630,-310,-1.64,3134,5.94,NA,NA,12989,1.43,150,0.81
"2280","106080","하이소닉",5560,0,0,NA,NA,NA,NA,748,7.43,0,0
"2281","071090","하이스틸",4465,-145,-3.15,576,7.75,NA,NA,6894,0.65,40,0.9
"2282","377400","하이제6호스팩",2090,5,0.24,NA,NA,NA,NA,NA,NA,0,0
"2283","400840","하이제7호스팩",2040,-5,-0.24,NA,NA,NA,NA,NA,NA,0,0
"2284","221840","하이즈항공",3565,-125,-3.39,NA,NA,NA,NA,3536,1.01,0,0
"2285","106190","하이텍팜",13020,-200,-1.51,NA,NA,NA,NA,13244,0.98,50,0.38
"2286","019490","하이트론",2470,0,0,NA,NA,NA,NA,2159,1.14,0,0
"2287","000080","하이트진로",23150,-400,-1.7,1031,22.45,1837,12.6,15657,1.48,800,3.46
"2288","000087","하이트진로2우B",15940,-70,-0.44,NA,NA,NA,NA,NA,NA,850,5.33
"2289","000140","하이트진로홀딩스",9740,-110,-1.12,1529,6.37,NA,NA,23538,0.41,450,4.62
"2290","000145","하이트진로홀딩스우",14050,60,0.43,NA,NA,NA,NA,NA,NA,500,3.56
"2291","373200","하인크코리아",7550,-350,-4.43,NA,NA,NA,NA,1872,4.03,0,0
"2292","066130","하츠",6930,-130,-1.84,666,10.41,NA,NA,7800,0.89,100,1.44
"2293","004590","한국가구",4425,5,0.11,1459,3.03,NA,NA,8612,0.51,175,3.95
"2294","036460","한국가스공사",27450,-500,-1.79,11078,2.48,12131,2.26,103337,0.27,2728,9.94
"2295","039340","한국경제TV",6760,740,12.29,1152,5.87,NA,NA,7224,0.94,200,2.96
"2296","005430","한국공항",42200,-500,-1.17,1063,39.7,NA,NA,94851,0.44,0,0
"2297","071050","한국금융지주",60000,100,0.17,30208,1.99,12613,4.76,126688,0.47,6150,10.25
"2298","071055","한국금융지주우",44250,-250,-0.56,NA,NA,NA,NA,NA,NA,6212,14.04
"2299","034950","한국기업평가",69900,-600,-0.85,4990,14.01,NA,NA,22458,3.11,3397,4.86
"2300","010040","한국내화",3095,5,0.16,182,17.01,NA,NA,7164,0.43,35,1.13
"2301","025540","한국단자",57700,-200,-0.35,6100,9.46,NA,NA,81648,0.71,700,1.21
"2302","222980","한국맥널티",5360,-80,-1.47,182,29.45,NA,NA,3503,1.53,30,0.56
"2303","256840","한국비엔씨",4100,-210,-4.87,NA,NA,NA,NA,952,4.31,0,0
"2304","004090","한국석유",10760,-340,-3.06,923,11.66,1383,7.78,12581,0.86,110,1.02
"2305","025550","한국선재",4040,-110,-2.65,506,7.98,NA,NA,4452,0.91,0,0
"2306","002200","한국수출포장",34450,150,0.44,4120,8.36,NA,NA,68809,0.5,700,2.03
"2307","002960","한국쉘석유",235500,-500,-0.21,22343,10.54,NA,NA,84273,2.79,19000,8.07
"2308","017890","한국알콜",11540,-260,-2.2,2230,5.17,NA,NA,20389,0.57,100,0.87
"2309","000240","한국앤컴퍼니",13170,-110,-0.83,2094,6.29,NA,NA,39349,0.33,600,4.56
"2310","080720","한국유니온제약",5960,10,0.17,NA,NA,NA,NA,6925,0.86,0,0
"2311","123890","한국자산신탁",2965,-10,-0.34,878,3.38,902,3.29,6940,0.43,220,7.42
"2312","015760","한국전력",17710,-190,-1.06,NA,NA,NA,NA,99334,0.18,0,0
"2313","063570","한국전자금융",5010,-80,-1.57,306,16.37,NA,NA,5444,0.92,110,2.2
"2314","041460","한국전자인증",6070,-150,-2.41,219,27.72,NA,NA,2339,2.6,70,1.15
"2315","006200","한국전자홀딩스",1193,-20,-1.65,531,2.25,NA,NA,2900,0.41,0,0
"2316","101680","한국정밀기계",1440,0,0,NA,NA,NA,NA,5759,0.25,0,0
"2317","039740","한국정보공학",4270,-150,-3.39,523,8.16,NA,NA,5055,0.84,0,0
"2318","053300","한국정보인증",5750,-100,-1.71,371,15.5,NA,NA,4180,1.38,120,2.09
"2319","025770","한국정보통신",14570,-410,-2.74,295,49.39,NA,NA,6019,2.42,0,0
"2320","409570","한국제10호스팩",2025,0,0,NA,NA,NA,NA,NA,NA,0,0
"2321","436610","한국제11호스팩",2525,225,9.78,NA,NA,NA,NA,NA,NA,0,0
"2322","009540","한국조선해양",77900,-1800,-2.26,NA,NA,8485,9.18,139385,0.56,0,0
"2323","023350","한국종합기술",6840,90,1.33,1061,6.45,NA,NA,13678,0.5,100,1.46
"2324","025890","한국주강",3305,-80,-2.36,NA,NA,NA,NA,2518,1.31,0,0
"2325","000970","한국주철관",7180,-10,-0.14,3055,2.35,NA,NA,15753,0.46,400,5.57
"2326","104700","한국철강",7550,0,0,2435,3.1,2097,3.6,18601,0.41,250,3.31
"2327","017960","한국카본",11100,-170,-1.51,334,33.23,1161,9.56,9042,1.23,150,1.35
"2328","023760","한국캐피탈",727,1,0.14,170,4.28,NA,NA,1294,0.56,35,4.81
"2329","054040","한국컴퓨터",4680,40,0.86,993,4.71,NA,NA,7532,0.62,180,3.85
"2330","161890","한국콜마",40000,-1300,-3.15,1565,25.56,3213,12.45,29876,1.34,415,1.04
"2331","024720","한국콜마홀딩스",16610,60,0.36,1181,14.06,NA,NA,31792,0.52,245,1.48
"2332","021650","한국큐빅",3230,-55,-1.67,463,6.98,NA,NA,4584,0.7,70,2.17
"2333","161390","한국타이어앤테크놀로지",36550,-200,-0.54,4901,7.46,5577,6.55,66955,0.55,700,1.92
"2334","053590","한국테크놀로지",334,0,0,NA,NA,NA,NA,137,2.44,0,0
"2335","034830","한국토지신탁",1332,21,1.6,611,2.18,232,5.75,4475,0.3,100,7.51
"2336","007280","한국특강",2075,-60,-2.81,691,3,NA,NA,2667,0.78,0,0
"2337","032300","한국파마",22250,-50,-0.22,584,38.1,NA,NA,5269,4.22,50,0.22
"2338","037230","한국팩키지",2700,-60,-2.17,NA,NA,NA,NA,2609,1.03,35,1.3
"2339","010100","한국프랜지",2880,-60,-2.04,612,4.71,NA,NA,8412,0.34,90,3.13
"2340","047810","한국항공우주",44350,-650,-1.44,656,67.61,2471,17.95,13023,3.41,200,0.45
"2341","123690","한국화장품",7960,-260,-3.16,NA,NA,NA,NA,1369,5.81,0,0
"2342","003350","한국화장품제조",30600,-50,-0.16,NA,NA,NA,NA,11859,2.58,0,0
"2343","030520","한글과컴퓨터",14740,100,0.68,759,19.42,1173,12.56,11567,1.27,0,0
"2344","052600","한네트",6200,-70,-1.12,123,50.41,NA,NA,3029,2.05,100,1.61
"2345","011500","한농화성",16740,50,0.3,1288,13,NA,NA,9658,1.73,230,1.37
"2346","002390","한독",16510,-10,-0.06,239,69.08,NA,NA,27900,0.59,350,2.12
"2347","256150","한독크린텍",7990,-60,-0.75,569,14.04,NA,NA,6256,1.28,200,2.5
"2348","092460","한라IMS",5610,-10,-0.18,237,23.67,NA,NA,5319,1.05,100,1.78
"2349","053690","한미글로벌",30700,500,1.66,1537,19.97,NA,NA,14014,2.19,450,1.47
"2350","042700","한미반도체",16170,-60,-0.37,1057,15.3,1017,15.9,3506,4.61,300,1.86
"2351","008930","한미사이언스",34400,-200,-0.58,626,54.95,NA,NA,10080,3.41,200,0.58
"2352","128940","한미약품",262000,-4000,-1.5,5385,48.65,9263,28.28,64542,4.06,500,0.19
"2353","047080","한빛소프트",3450,55,1.62,10,345,NA,NA,693,4.98,0,0
"2354","009240","한샘",53600,-300,-0.56,3266,16.41,605,88.62,36438,1.47,1550,2.89
"2355","020000","한섬",25700,0,0,5214,4.93,5217,4.93,56341,0.46,600,2.33
"2356","003680","한성기업",5720,-160,-2.72,NA,NA,NA,NA,7888,0.73,0,0
"2357","105630","한세실업",17380,-400,-2.25,1716,10.13,2810,6.19,11835,1.47,500,2.88
"2358","069640","한세엠케이",2905,105,3.75,NA,NA,NA,NA,4295,0.68,0,0
"2359","016450","한세예스24홀딩스",4830,-80,-1.63,1026,4.71,NA,NA,12066,0.4,250,5.18
"2360","010420","한솔PNS",1668,-30,-1.77,169,9.87,NA,NA,2273,0.73,25,1.5
"2361","009180","한솔로지스틱스",3010,-80,-2.59,855,3.52,NA,NA,2859,1.05,60,1.99
"2362","114810","한솔아이원스",7610,-110,-1.42,1158,6.57,NA,NA,5407,1.41,0,0
"2363","070590","한솔인티큐브",1904,-34,-1.75,24,79.33,NA,NA,1931,0.99,0,0
"2364","213500","한솔제지",12190,-110,-0.89,575,21.2,3692,3.3,28568,0.43,600,4.92
"2365","014680","한솔케미칼",203000,-8000,-3.79,13332,15.23,15003,13.53,61936,3.28,2100,1.03
"2366","004710","한솔테크닉스",6230,-160,-2.5,NA,NA,NA,NA,8848,0.7,0,0
"2367","004150","한솔홀딩스",3495,-20,-0.57,514,6.8,NA,NA,12394,0.28,120,3.43
"2368","025750","한솔홈데코",1116,-9,-0.8,68,16.41,NA,NA,1984,0.56,20,1.79
"2369","226440","한송네오텍",1530,0,0,NA,NA,NA,NA,710,2.15,0,0
"2370","042520","한스바이오메드",13070,-170,-1.28,NA,NA,1162,11.25,4440,2.94,0,0
"2371","004960","한신공영",8700,-130,-1.47,4187,2.08,NA,NA,58000,0.15,350,4.02
"2372","011700","한신기계",6570,200,3.14,133,49.4,NA,NA,2791,2.35,45,0.68
"2373","078350","한양디지텍",11660,-380,-3.16,1693,6.89,NA,NA,5630,2.07,0,0
"2374","045100","한양이엔지",15180,-250,-1.62,2635,5.76,NA,NA,23732,0.64,550,3.62
"2375","001750","한양증권",8990,20,0.22,6206,1.45,NA,NA,32750,0.27,900,10.01
"2376","001755","한양증권우",13240,90,0.68,NA,NA,NA,NA,NA,NA,950,7.18
"2377","018880","한온시스템",9220,-10,-0.11,578,15.95,584,15.79,4391,2.1,360,3.9
"2378","009420","한올바이오파마",18600,-640,-3.33,174,106.9,270,68.79,3193,5.83,0,0
"2379","014130","한익스프레스",5750,240,4.36,240,23.96,NA,NA,5978,0.96,0,0
"2380","024740","한일단조",2685,-15,-0.56,NA,NA,NA,NA,3353,0.8,0,0
"2381","005860","한일사료",5110,145,2.92,183,27.92,NA,NA,1751,2.92,25,0.49
"2382","300720","한일시멘트",11550,-290,-2.45,1179,9.8,1354,8.53,20557,0.56,540,4.68
"2383","123840","한일진공",449,-5,-1.1,NA,NA,NA,NA,1262,0.36,0,0
"2384","002220","한일철강",3210,-60,-1.83,1055,3.04,NA,NA,7201,0.45,50,1.56
"2385","006390","한일현대시멘트",17520,-180,-1.02,2310,7.58,NA,NA,18240,0.96,1200,6.85
"2386","003300","한일홀딩스",11210,-40,-0.36,1462,7.67,NA,NA,44782,0.25,550,4.91
"2387","007770","한일화학",18200,-220,-1.19,6465,2.82,NA,NA,32210,0.57,120,0.66
"2388","051600","한전KPS",35900,2500,7.49,2193,16.37,2735,13.13,24711,1.45,1199,3.34
"2389","052690","한전기술",68500,4100,6.37,432,158.56,809,84.66,13496,5.08,238,0.35
"2390","130660","한전산업",8350,320,3.99,264,31.63,NA,NA,2617,3.19,198,2.37
"2391","198940","한주라이트메탈",4235,-165,-3.75,290,14.6,NA,NA,2527,1.68,0,0
"2392","002320","한진",20450,-200,-0.97,10804,1.89,3521,5.81,84534,0.24,600,2.93
"2393","003480","한진중공업홀딩스",3795,-55,-1.43,NA,NA,NA,NA,12363,0.31,100,2.64
"2394","180640","한진칼",46300,1350,3,247,187.45,NA,NA,23786,1.95,0,0
"2395","18064K","한진칼우",31150,100,0.32,NA,NA,NA,NA,NA,NA,0,0
"2396","005110","한창",843,-14,-1.63,NA,NA,NA,NA,435,1.94,0,0
"2397","079170","한창산업",10180,-120,-1.17,768,13.26,NA,NA,10891,0.93,190,1.87
"2398","009460","한창제지",1409,-1,-0.07,252,5.59,NA,NA,1819,0.77,20,1.42
"2399","372910","한컴라이프케어",5920,-80,-1.33,196,30.2,NA,NA,4221,1.4,0,0
"2400","054920","한컴위드",5700,40,0.71,208,27.4,NA,NA,5512,1.03,0,0
"2401","002680","한탑",1319,9,0.69,NA,NA,NA,NA,1918,0.69,0,0
"2402","000880","한화",25700,-250,-0.96,9781,2.63,12533,2.05,52527,0.49,750,2.92
"2403","00088K","한화3우B",14000,0,0,NA,NA,NA,NA,NA,NA,800,5.71
"2404","088350","한화생명",2650,-10,-0.38,1455,1.82,628,4.22,15004,0.18,0,0
"2405","000370","한화손해보험",4945,145,3.02,939,5.27,1834,2.7,12157,0.41,0,0
"2406","009830","한화솔루션",41600,0,0,3320,12.53,4376,9.51,42563,0.98,0,0
"2407","009835","한화솔루션우",38050,0,0,NA,NA,NA,NA,NA,NA,0,0
"2408","272210","한화시스템",12430,-330,-2.59,642,19.36,240,51.69,11885,1.05,160,1.29
"2409","012450","한화에어로스페이스",96300,-1000,-1.03,4989,19.3,6612,14.56,57134,1.69,700,0.73
"2410","000885","한화우",33450,-150,-0.45,NA,NA,NA,NA,NA,NA,800,2.39
"2411","003530","한화투자증권",2825,-50,-1.74,659,4.29,NA,NA,8572,0.33,200,7.08
"2412","003535","한화투자증권우",5760,-80,-1.37,NA,NA,NA,NA,NA,NA,250,4.34
"2413","386580","한화플러스제2호스팩",2095,-45,-2.1,NA,NA,NA,NA,NA,NA,0,0
"2414","430460","한화플러스제3호스팩",2060,5,0.24,NA,NA,NA,NA,NA,NA,0,0
"2415","195870","해성디에스",47200,-50,-0.11,4192,11.26,7405,6.37,17313,2.73,600,1.27
"2416","034810","해성산업",10240,-160,-1.54,2012,5.09,NA,NA,27529,0.37,175,1.71
"2417","03481K","해성산업1우",13160,-280,-2.08,NA,NA,NA,NA,NA,NA,180,1.37
"2418","076610","해성옵틱스",565,20,3.67,NA,NA,NA,NA,434,1.3,0,0
"2419","059270","해성티피씨",6970,-140,-1.97,NA,NA,142,48.97,3827,1.82,0,0
"2420","101530","해태제과식품",6420,-20,-0.31,NA,NA,NA,NA,9762,0.66,200,3.12
"2421","220180","핸디소프트",4110,-95,-2.26,184,22.34,NA,NA,3228,1.27,0,0
"2422","143210","핸즈코퍼레이션",3080,-30,-0.96,NA,NA,NA,NA,11413,0.27,0,0
"2423","214180","헥토이노베이션",13490,-40,-0.3,1825,7.39,NA,NA,10397,1.3,390,2.89
"2424","234340","헥토파이낸셜",20650,-350,-1.67,2375,8.69,1993,10.36,15144,1.36,470,2.28
"2425","084990","헬릭스미스",10290,-70,-0.68,NA,NA,NA,NA,5986,1.72,0,0
"2426","000720","현대건설",35750,-800,-2.19,3625,9.86,4804,7.44,64200,0.56,600,1.68
"2427","267270","현대건설기계",54100,-1900,-3.39,5953,9.09,6668,8.11,69619,0.78,1200,2.22
"2428","000725","현대건설우",52300,-900,-1.69,NA,NA,NA,NA,NA,NA,650,1.24
"2429","170030","현대공업",6790,30,0.44,828,8.2,NA,NA,8334,0.81,132,1.94
"2430","005440","현대그린푸드",7250,0,0,498,14.56,NA,NA,20905,0.35,210,2.9
"2431","086280","현대글로비스",155700,-2900,-1.83,20877,7.46,32736,4.76,154732,1.01,3800,2.44
"2432","042670","현대두산인프라코어",8350,-140,-1.65,5816,1.44,1180,7.08,6945,1.2,0,0
"2433","064350","현대로템",24900,-400,-1.58,609,40.89,1556,16,11847,2.1,0,0
"2434","079430","현대리바트",8780,-90,-1.01,671,13.08,NA,NA,24314,0.36,100,1.14
"2435","012330","현대모비스",215500,-2500,-1.15,25645,8.4,34003,6.34,387397,0.56,4000,1.86
"2436","319400","현대무벡스",3345,-75,-2.19,80,41.81,NA,NA,1206,2.77,30,0.9
"2437","010620","현대미포조선",68700,-1500,-2.14,NA,NA,2960,23.21,54249,1.27,0,0
"2438","048410","현대바이오",27500,600,2.23,NA,NA,NA,NA,1593,17.26,0,0
"2439","052260","현대바이오랜드",12110,-180,-1.46,NA,NA,NA,NA,8357,1.45,70,0.58
"2440","069960","현대백화점",54000,-600,-1.1,8652,6.24,11090,4.87,202283,0.27,1100,2.04
"2441","004560","현대비앤지스틸",11500,-280,-2.38,4595,2.5,NA,NA,32770,0.35,100,0.87
"2442","004565","현대비앤지스틸우",50500,-600,-1.17,NA,NA,NA,NA,NA,NA,150,0.3
"2443","004310","현대약품",4990,-50,-0.99,NA,NA,NA,NA,3106,1.61,30,0.6
"2444","322000","현대에너지솔루션",54100,-5100,-8.61,NA,NA,8547,6.33,28600,1.89,0,0
"2445","041440","현대에버다임",8090,-40,-0.49,NA,NA,NA,NA,9267,0.87,0,0
"2446","039010","현대에이치티",8030,-260,-3.14,1126,7.13,NA,NA,11584,0.69,350,4.36
"2447","017800","현대엘리베이",27000,-700,-2.53,2771,9.74,NA,NA,27485,0.98,800,2.96
"2448","307950","현대오토에버",112400,-600,-0.53,2702,41.6,4750,23.66,49874,2.25,700,0.62
"2449","011210","현대위아",56200,-400,-0.71,2346,23.96,7159,7.85,122356,0.46,700,1.25
"2450","090850","현대이지웰",7490,-190,-2.47,648,11.56,778,9.63,3403,2.2,70,0.93
"2451","267260","현대일렉트릭",42050,0,0,NA,NA,4588,9.17,17954,2.34,0,0
"2452","004020","현대제철",34800,-900,-2.52,11110,3.13,6843,5.09,135836,0.26,1000,2.87
"2453","329180","현대중공업",97400,-2800,-2.79,NA,NA,3920,24.85,63015,1.55,0,0
"2454","005380","현대차",174900,-200,-0.11,18979,9.22,30245,5.78,289609,0.6,5000,2.86
"2455","005387","현대차2우B",94400,400,0.43,NA,NA,NA,NA,NA,NA,5100,5.4
"2456","005389","현대차3우B",89900,300,0.33,NA,NA,NA,NA,NA,NA,5050,5.62
"2457","005385","현대차우",94500,600,0.64,NA,NA,NA,NA,NA,NA,5050,5.34
"2458","001500","현대차증권",9130,-40,-0.44,3702,2.47,NA,NA,29950,0.3,800,8.76
"2459","011760","현대코퍼레이션",16040,-210,-1.29,3146,5.1,5233,3.07,30061,0.53,600,3.74
"2460","227840","현대코퍼레이션홀딩스",11390,260,2.34,1434,7.94,NA,NA,22443,0.51,500,4.39
"2461","126560","현대퓨처넷",3030,-40,-1.3,846,3.58,NA,NA,6969,0.43,90,2.97
"2462","001450","현대해상",33950,-50,-0.15,5286,6.42,6745,5.03,63866,0.53,1480,4.36
"2463","057050","현대홈쇼핑",49600,-900,-1.78,8881,5.58,12083,4.1,164432,0.3,2400,4.84
"2464","092300","현우산업",4940,-120,-2.37,NA,NA,NA,NA,4840,1.02,100,2.02
"2465","138360","협진",1191,-49,-3.95,43,27.7,NA,NA,1314,0.91,0,0
"2466","011080","형지I&C",1129,-25,-2.17,NA,NA,NA,NA,775,1.46,0,0
"2467","093240","형지엘리트",1340,-33,-2.4,262,5.11,NA,NA,2200,0.61,0,0
"2468","003010","혜인",7470,260,3.61,507,14.73,NA,NA,10380,0.72,130,1.74
"2469","111110","호전실업",8520,-130,-1.5,1517,5.62,NA,NA,13408,0.64,250,2.93
"2470","008770","호텔신라",76700,-700,-0.9,714,107.42,3487,22,15228,5.04,200,0.26
"2471","008775","호텔신라우",59200,-800,-1.33,NA,NA,NA,NA,NA,NA,250,0.42
"2472","060560","홈센타홀딩스",1260,1,0.08,83,15.18,NA,NA,1010,1.25,0,0
"2473","064240","홈캐스트",4250,45,1.07,698,6.09,NA,NA,2778,1.53,0,0
"2474","039610","화성밸브",5890,-60,-1.01,229,25.72,NA,NA,7465,0.79,0,0
"2475","002460","화성산업",10050,-150,-1.47,2467,4.07,NA,NA,34410,0.29,1000,9.95
"2476","378850","화승알앤에이",4180,-30,-0.71,300,13.93,NA,NA,3175,1.32,25,0.6
"2477","241590","화승엔터프라이즈",9240,-310,-3.25,NA,NA,1173,7.87,8858,1.04,45,0.49
